phylum,class,order,published_year,category
TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,2015,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,2015,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,2015,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,2015,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2015,CR
TRACHEOPHYTA,LILIOPSIDA,POALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,CR
TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,2017,LC
TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,2017,NT
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2017,VU
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2015,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,POLYPODIOPSIDA,SALVINIALES,2016,EN
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,LILIOPSIDA,POALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2015,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2015,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2015,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2015,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2016,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2016,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2016,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2016,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2016,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2017,LC
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2018,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2018,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2018,LC
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2017,EN
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2015,EN
TRACHEOPHYTA,LILIOPSIDA,POALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,LILIOPSIDA,POALES,2015,CR
TRACHEOPHYTA,LILIOPSIDA,POALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2016,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2015,CR
TRACHEOPHYTA,LILIOPSIDA,ARECALES,2015,EN
TRACHEOPHYTA,LILIOPSIDA,ARECALES,2015,EN
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2015,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2015,EN
TRACHEOPHYTA,LILIOPSIDA,POALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,2015,CR
TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2015,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,2015,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,2015,VU
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2017,NT
TRACHEOPHYTA,LILIOPSIDA,POALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2017,NT
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2017,NT
TRACHEOPHYTA,LILIOPSIDA,POALES,2017,DD
TRACHEOPHYTA,LILIOPSIDA,POALES,2017,LC
TRACHEOPHYTA,LILIOPSIDA,POALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,2015,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,NYMPHAEALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2017,EN
TRACHEOPHYTA,LILIOPSIDA,POALES,2018,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2017,NT
